GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
0500000US45075,45075,"Orangeburg County, South Carolina",72072,91,24795,1059,30084,1487,10750,1048,6443,614,62745,1245,19731,1102,28063,1374,8796,946,6155,614,5322,1014,2800,727,1165,440,1202,366,155,86,2220,432,1274,322,438,242,427,176,81,66,1535,459,906,371,309,159,290,192,30,49,250,157,84,87,109,75,35,43,22,36
0500000US45077,45077,"Pickens County, South Carolina",94620,143,27991,1093,51156,1778,9886,1034,5587,519,76593,1475,16715,1115,46829,1642,7902,807,5147,496,7746,1130,4262,789,2394,781,880,414,210,117,6233,937,4614,832,908,376,547,271,164,87,3837,694,2220,518,994,366,557,254,66,50,211,148,180,142,31,39,0,165,0,165
0500000US45079,45079,"Richland County, South Carolina",282576,163,107076,2315,122852,3189,36220,1804,16428,1122,212456,3035,64233,2446,105054,2805,28212,1633,14957,1043,27964,2299,15688,1387,7066,1245,4345,590,865,262,16402,1621,10931,1172,3239,966,1945,451,287,164,22998,1401,14990,971,6308,1066,1502,386,198,103,2756,505,1234,401,1185,456,216,131,121,111
0500000US45083,45083,"Spartanburg County, South Carolina",216599,88,59877,2032,112009,2998,28942,1780,15771,1060,183934,2452,45939,2137,100746,2889,23098,1508,14151,1077,20643,2005,9224,1309,6351,1082,3852,685,1216,253,5692,1004,2844,498,1830,629,919,272,99,84,5609,1110,1600,442,2711,792,1005,346,293,131,721,319,270,160,371,200,68,67,12,21
0500000US45085,45085,"Sumter County, South Carolina",80958,79,26215,1217,36218,1666,11543,982,6982,648,74279,962,23671,1253,33732,1617,10248,885,6628,628,3998,820,1517,565,1143,335,1018,313,320,174,680,248,291,135,268,152,106,66,15,26,1716,480,649,265,890,311,158,101,19,34,285,155,87,79,185,126,13,22,0,165
0500000US45087,45087,"Union County, South Carolina",22808,26,6231,588,11291,791,2990,473,2296,238,20141,518,5309,564,10235,756,2544,460,2053,255,1783,425,633,238,612,297,302,124,236,147,254,130,91,74,55,76,108,71,0,165,627,277,198,143,389,231,36,44,4,7,3,7,0,165,0,165,0,165,3,7
0500000US45091,45091,"York County, South Carolina",157400,147,44020,1314,84337,2141,20614,1388,8429,655,130010,1691,31887,1378,74138,1982,16562,1133,7423,688,15209,1519,6733,1056,5250,794,2524,482,702,235,3707,721,2272,485,1034,399,307,171,94,76,8083,1053,2945,565,3707,781,1221,303,210,114,391,189,183,163,208,131,0,165,0,165
0500000US46011,46011,"Brookings County, South Dakota",24361,151,10989,424,10638,632,1571,323,1163,197,17831,672,5755,567,9763,626,1232,290,1081,189,3142,580,2398,505,467,217,210,147,67,53,2056,426,1758,358,258,166,25,35,15,24,1260,288,1023,233,133,111,104,90,0,127,72,65,55,57,17,30,0,127,0,127
0500000US46013,46013,"Brown County, South Dakota",28561,138,7883,514,15133,838,3475,503,2070,269,23757,652,5151,590,13811,753,2818,441,1977,255,2817,547,1582,356,803,332,363,209,69,50,882,230,561,183,156,130,141,102,24,39,887,335,482,201,294,242,111,80,0,127,218,156,107,70,69,81,42,67,0,127
0500000US46029,46029,"Codington County, South Dakota",20729,3,5424,510,12114,684,1991,385,1200,239,16855,624,3625,521,10440,646,1677,355,1113,234,2672,606,1133,399,1316,488,179,107,44,47,995,385,624,319,246,190,82,72,43,72,207,188,42,44,112,140,53,74,0,127,0,127,0,127,0,127,0,127,0,127
0500000US46081,46081,"Lawrence County, South Dakota",19339,88,5935,412,9327,728,2810,474,1267,252,15570,496,3937,365,8291,712,2242,425,1100,236,1950,411,847,226,669,300,362,195,72,64,803,222,613,214,77,59,88,94,25,36,934,273,456,157,290,176,118,90,70,59,82,93,82,93,0,127,0,127,0,127
0500000US46083,46083,"Lincoln County, South Dakota",26996,162,9085,487,14324,685,2372,418,1215,353,22411,748,6165,774,13150,674,2055,414,1041,350,771,244,387,183,278,150,72,74,34,43,2785,728,1889,719,570,202,193,98,133,84,943,453,583,400,301,147,52,45,7,14,86,102,61,91,25,40,0,127,0,127
0500000US46093,46093,"Meade County, South Dakota",18944,177,3861,495,11967,912,2147,431,969,231,15535,608,2777,487,10291,880,1574,347,893,212,1175,498,351,214,608,335,174,101,42,64,1156,350,402,199,534,234,186,115,34,40,874,248,280,124,381,177,213,159,0,127,204,168,51,62,153,133,0,127,0,127
0500000US46099,46099,"Minnehaha County, South Dakota",134290,231,39518,1362,70881,1735,16323,1072,7568,499,108491,1741,26881,1506,62996,1826,11838,916,6776,462,16044,1547,7976,1047,4368,865,3119,547,581,254,4350,754,2211,471,1400,464,632,259,107,81,5092,731,2411,514,1961,543,616,313,104,95,313,190,39,42,156,144,118,131,0,127
0500000US46103,46103,"Pennington County, South Dakota",74970,137,20504,985,39597,1405,10518,878,4351,453,58880,1210,13493,984,34273,1298,7443,668,3671,416,8778,993,4174,697,2386,454,1761,384,457,199,2683,480,1151,372,844,379,538,191,150,110,4006,770,1476,448,1804,452,653,290,73,63,623,288,210,107,290,197,123,108,0,127
0500000US46135,46135,"Yankton County, South Dakota",17735,139,5177,399,9815,676,1626,359,1117,249,14557,572,3867,428,8654,617,1084,273,952,252,1779,528,588,294,704,360,371,210,116,93,536,212,284,187,134,132,72,62,46,75,846,300,421,210,323,214,99,65,3,6,17,29,17,29,0,127,0,127,0,127
0500000US47001,47001,"Anderson County, Tennessee",59761,227,11763,876,32493,1386,9745,816,5760,490,50407,1235,8824,800,28643,1419,7777,819,5163,449,4603,939,1382,464,1776,557,1095,369,350,167,3021,792,962,347,1401,528,567,253,91,74,1625,563,595,300,595,316,279,178,156,104,105,76,0,161,78,59,27,44,0,161
0500000US47003,47003,"Bedford County, Tennessee",33726,179,8563,818,17039,1014,5589,688,2535,383,28493,864,6933,809,15463,1047,3764,556,2333,388,3300,662,997,353,924,386,1214,453,165,103,1035,354,293,168,207,188,504,264,31,42,862,449,304,245,445,303,107,84,6,10,36,44,36,44,0,161,0,161,0,161
0500000US47009,47009,"Blount County, Tennessee",96357,184,22332,1163,54404,1754,13048,1257,6573,590,81675,1550,17421,1169,48122,1678,10056,919,6076,599,7881,1334,2244,635,3436,909,1844,617,357,182,3420,870,1423,503,1364,630,544,272,89,89,2675,550,883,300,1137,350,604,223,51,69,706,426,361,237,345,218,0,161,0,161
0500000US47011,47011,"Bradley County, Tennessee",75805,157,17307,1003,43903,1640,10152,1070,4443,465,62257,1373,12233,1037,38817,1549,7241,966,3966,443,7995,1043,2720,602,3090,629,1929,418,256,113,2433,760,999,429,683,307,589,361,162,143,2897,557,1274,257,1223,433,346,168,54,58,223,123,81,74,90,86,47,56,5,10
0500000US47013,47013,"Campbell County, Tennessee",33084,200,7950,790,16187,964,5665,828,3282,450,29898,603,7235,814,14702,908,4892,716,3069,436,2167,458,610,271,661,257,710,298,186,127,412,214,25,39,314,204,46,45,27,45,599,307,80,65,502,306,17,31,0,161,8,14,0,161,8,14,0,161,0,161
0500000US47017,47017,"Carroll County, Tennessee",23591,76,4571,575,12923,878,3816,593,2281,294,20721,516,3805,504,11815,867,2969,515,2132,279,1378,426,238,132,646,302,421,179,73,80,867,301,339,170,160,149,318,201,50,53,609,308,189,165,286,195,108,131,26,44,16,21,0,161,16,21,0,161,0,161
0500000US47019,47019,"Carter County, Tennessee",49521,227,12216,999,25728,1369,7576,864,4001,404,41669,1087,9005,903,23068,1190,5963,790,3633,432,4386,1033,1700,597,1392,572,974,335,320,159,1643,518,821,326,591,301,224,148,7,12,1693,620,577,318,660,451,415,183,41,54,130,105,113,104,17,28,0,161,0,161
0500000US47021,47021,"Cheatham County, Tennessee",30575,113,6651,626,17026,1196,5005,787,1893,395,26924,770,5698,624,15432,1008,4097,738,1697,349,1114,393,386,240,468,281,165,117,95,84,1829,567,451,197,805,372,548,279,25,34,596,344,109,86,303,279,161,167,23,30,112,120,7,12,18,32,34,55,53,83
0500000US47025,47025,"Claiborne County, Tennessee",25382,101,4433,481,14931,910,3721,667,2297,291,22400,573,3742,471,13641,915,2938,576,2079,293,1835,449,483,217,706,361,483,228,163,106,312,220,7,13,166,179,121,130,18,28,835,364,201,127,418,245,179,138,37,37,0,161,0,161,0,161,0,161,0,161
0500000US47029,47029,"Cocke County, Tennessee",28704,66,5949,583,15895,952,4869,638,1991,310,26280,641,5259,580,14657,1040,4433,651,1931,304,1645,556,499,279,810,353,298,197,38,48,120,92,41,38,49,60,30,35,0,161,659,304,150,132,379,239,108,90,22,38,0,161,0,161,0,161,0,161,0,161
0500000US47031,47031,"Coffee County, Tennessee",41011,98,8887,787,22659,1177,6091,734,3374,424,34625,967,6628,679,20131,1116,4844,610,3022,445,3633,782,1243,415,1348,509,854,291,188,111,1371,544,538,373,509,227,237,168,87,82,1152,414,305,250,626,322,144,97,77,78,230,198,173,193,45,75,12,20,0,161
0500000US47035,47035,"Cumberland County, Tennessee",43083,244,7510,721,25207,1201,6807,888,3559,571,37075,1114,6107,755,22080,1181,5845,857,3043,469,3452,854,917,417,1548,502,658,392,329,212,654,316,194,151,291,259,98,92,71,67,1879,570,292,181,1265,448,206,201,116,100,23,45,0,161,23,45,0,161,0,161
0500000US47037,47037,"Davidson County, Tennessee",491796,122,172679,2961,207183,4117,79808,2435,32126,1374,398489,4201,128755,2862,178369,4099,63137,2380,28228,1290,55758,3084,25563,2322,16548,1570,11059,1135,2588,593,14918,1643,6705,817,4756,958,2705,498,752,313,19730,1661,10391,1034,6178,1023,2805,683,356,164,2901,595,1265,358,1332,484,102,102,202,124
0500000US47043,47043,"Dickson County, Tennessee",36784,156,8060,695,20679,1082,5908,814,2137,299,31086,853,6143,680,18361,1140,4581,731,2001,299,3071,651,1025,382,1367,451,639,288,40,36,1357,408,454,258,349,206,458,216,96,79,1222,492,416,308,576,343,230,178,0,161,48,51,22,32,26,38,0,161,0,161
0500000US47045,47045,"Dyer County, Tennessee",29969,249,6759,806,15631,1322,5298,983,2281,354,25699,942,5491,728,14260,1316,3863,732,2085,342,3076,748,945,466,1087,427,902,382,142,135,924,514,193,202,238,195,463,435,30,37,270,183,130,109,46,77,70,76,24,40,0,161,0,161,0,161,0,161,0,161
0500000US47047,47047,"Fayette County, Tennessee",28417,139,7559,538,14759,819,4147,669,1952,264,24162,809,6015,561,13318,886,3017,542,1812,265,1359,469,440,178,425,242,426,352,68,67,2337,653,970,380,681,291,614,286,72,54,511,320,121,104,300,212,90,99,0,161,48,50,13,23,35,44,0,161,0,161
0500000US47051,47051,"Franklin County, Tennessee",33412,128,7665,561,18701,923,4474,674,2572,307,28681,770,6086,622,16784,853,3569,618,2242,320,2907,771,1151,459,892,401,690,240,174,132,766,285,202,147,398,212,40,45,126,134,991,288,226,130,560,244,175,147,30,50,67,78,0,161,67,78,0,161,0,161
0500000US47053,47053,"Gibson County, Tennessee",38986,50,8797,671,19786,1114,5961,866,4442,411,33487,947,7061,702,17449,1110,4999,803,3978,423,3747,876,1324,485,1552,582,569,346,302,177,973,342,236,181,400,270,220,128,117,119,622,271,51,59,353,256,173,107,45,44,157,203,125,155,32,51,0,161,0,161
0500000US47055,47055,"Giles County, Tennessee",23782,134,5435,578,12901,816,3042,533,2404,402,20682,683,4299,562,11601,882,2540,484,2242,413,2151,594,842,363,879,364,354,210,76,65,293,174,107,89,113,111,73,77,0,161,649,323,187,136,301,226,75,92,86,72,7,12,0,161,7,12,0,161,0,161
0500000US47057,47057,"Grainger County, Tennessee",18257,145,3711,522,10546,784,2565,473,1435,296,16207,591,2999,612,9625,841,2190,473,1393,304,512,273,133,111,314,231,40,49,25,41,1262,574,523,297,473,348,266,163,0,161,220,159,0,161,134,130,69,70,17,29,56,89,56,89,0,161,0,161,0,161
0500000US47059,47059,"Greene County, Tennessee",53580,209,10315,766,29889,1425,8630,898,4746,430,46356,1058,8155,831,27000,1284,6977,694,4224,455,4774,954,1429,479,1888,661,999,314,458,246,864,224,228,147,410,204,209,111,17,28,1540,575,490,247,558,244,445,375,47,43,46,37,13,22,33,36,0,161,0,161
0500000US47063,47063,"Hamblen County, Tennessee",49164,260,11383,906,27084,1366,7224,788,3473,406,41474,1014,8477,811,23618,1222,6178,740,3201,387,4934,896,1767,651,2300,762,618,230,249,204,1369,426,584,235,474,269,288,175,23,40,1164,460,492,202,532,323,140,134,0,161,223,221,63,100,160,192,0,161,0,161
0500000US47065,47065,"Hamilton County, Tennessee",266838,142,72251,2050,134532,2991,41907,2249,18148,924,222695,2569,53523,2172,120361,2524,32574,1765,16237,937,27403,2239,10864,1252,8818,1405,6417,1177,1304,318,5621,869,3148,707,1252,437,1184,423,37,42,10325,1501,4314,790,3776,976,1704,453,531,276,794,344,402,226,325,181,28,41,39,39
0500000US47069,47069,"Hardeman County, Tennessee",22892,62,7175,596,10437,761,3524,520,1756,299,19621,567,5624,639,9402,764,2959,498,1636,305,1682,527,612,210,634,286,371,201,65,62,1414,256,861,183,314,164,184,82,55,48,175,110,78,55,87,88,10,16,0,161,0,161,0,161,0,161,0,161,0,161
0500000US47071,47071,"Hardin County, Tennessee",21380,114,4370,549,11540,883,3319,584,2151,303,18640,682,3688,559,10424,866,2517,459,2011,288,1581,502,283,181,766,428,441,233,91,84,650,319,192,127,143,104,291,199,24,36,489,271,207,168,187,195,70,68,25,32,20,33,0,161,20,33,0,161,0,161
0500000US47073,47073,"Hawkins County, Tennessee",46054,233,8540,763,26837,1423,7401,1037,3276,442,39237,977,6768,690,23582,1311,5867,974,3020,421,3538,802,905,374,1643,605,842,317,148,88,1992,559,670,334,808,307,491,244,23,32,1287,555,197,134,804,456,201,167,85,85,0,161,0,161,0,161,0,161,0,161
0500000US47077,47077,"Henderson County, Tennessee",21081,48,3667,594,12454,848,3289,565,1671,290,17850,744,2874,514,10791,744,2604,464,1581,298,1982,660,484,301,1105,503,325,161,68,61,680,273,177,149,279,182,221,137,3,6,556,284,132,110,266,207,139,132,19,32,13,23,0,161,13,23,0,161,0,161
0500000US47079,47079,"Henry County, Tennessee",25811,75,5103,535,14209,821,3792,508,2707,342,22060,695,3956,507,13136,823,2595,458,2373,313,2391,578,748,329,603,288,781,353,259,165,836,335,275,183,279,152,235,159,47,54,495,240,105,112,188,120,174,152,28,33,29,35,19,32,3,5,7,11,0,161
0500000US47081,47081,"Hickman County, Tennessee",18890,129,4450,522,10191,857,2721,572,1528,333,15905,465,3082,458,9315,713,2177,525,1331,320,1311,422,469,222,394,258,323,168,125,141,1541,346,824,302,424,212,221,118,72,85,106,126,75,113,31,52,0,161,0,161,27,44,0,161,27,44,0,161,0,161
0500000US47089,47089,"Jefferson County, Tennessee",40273,196,8533,684,23591,1226,5230,784,2919,483,33332,855,5790,780,20792,1134,4268,684,2482,419,2630,673,1091,429,994,398,394,189,151,106,2757,638,1205,443,1033,451,367,191,152,92,1454,460,378,189,741,359,201,156,134,114,100,72,69,67,31,29,0,161,0,161
0500000US47093,47093,"Knox County, Tennessee",339592,52,94225,2193,174933,3694,49105,2245,21329,1125,272524,2889,61653,2339,153685,3631,37739,1910,19447,1088,42182,2300,20437,1454,13087,1314,7478,1116,1180,307,12070,1063,6920,814,2503,498,2275,486,372,187,11626,1379,4664,858,5190,932,1465,527,307,162,1190,395,551,226,468,348,148,122,23,37
0500000US47097,47097,"Lauderdale County, Tennessee",21294,*****,5681,604,10062,857,3661,479,1890,273,16951,787,4372,661,8190,781,2639,416,1750,258,2835,735,644,294,1365,573,702,281,124,78,1241,254,586,130,323,170,316,110,16,20,267,168,79,66,184,145,4,7,0,161,0,161,0,161,0,161,0,161,0,161
0500000US47099,47099,"Lawrence County, Tennessee",32303,103,6561,574,18619,887,4545,634,2578,370,28028,797,5574,556,17096,940,3035,487,2323,362,2859,658,640,285,1124,419,932,321,163,105,687,307,222,170,174,135,265,171,26,43,712,265,111,76,222,148,313,209,66,59,17,24,14,23,3,7,0,161,0,161
0500000US47103,47103,"Lincoln County, Tennessee",26382,58,5615,565,14787,853,3322,541,2658,307,23364,568,4634,555,13595,858,2635,497,2500,309,1761,484,506,289,701,386,431,193,123,79,462,284,88,110,139,110,200,161,35,34,765,282,387,188,322,166,56,68,0,161,30,43,0,161,30,43,0,161,0,161
0500000US47105,47105,"Loudon County, Tennessee",36236,233,6939,696,22759,1183,3733,638,2805,384,30836,1017,5500,672,19937,1211,2911,526,2488,366,2275,709,514,315,1068,492,489,291,204,140,1653,470,472,260,927,334,218,126,36,44,1472,522,453,221,827,317,115,93,77,65,0,161,0,161,0,161,0,161,0,161
0500000US47107,47107,"McMinn County, Tennessee",42048,208,8096,834,22904,1231,7653,912,3395,342,35191,979,6174,782,20261,1303,5894,778,2862,370,3577,851,683,264,1637,573,892,376,365,177,2319,572,954,323,671,344,585,257,109,88,898,418,282,163,275,267,282,220,59,78,63,93,3,5,60,93,0,161,0,161
0500000US47109,47109,"McNairy County, Tennessee",20376,51,3598,358,12135,768,3208,568,1435,248,18122,500,2998,356,11074,813,2730,506,1320,245,1482,468,472,171,652,331,275,125,83,85,438,196,74,60,290,173,74,54,0,161,334,151,54,52,119,75,129,100,32,47,0,161,0,161,0,161,0,161,0,161
0500000US47111,47111,"Macon County, Tennessee",17152,68,4070,559,9515,833,2156,519,1411,285,15221,602,3314,515,8906,916,1703,456,1298,288,1212,446,367,205,459,268,298,158,88,72,336,250,219,200,15,25,77,73,25,42,355,286,142,131,135,117,78,120,0,161,28,48,28,48,0,161,0,161,0,161
0500000US47113,47113,"Madison County, Tennessee",75751,112,22293,1155,37816,1432,9885,879,5757,534,62467,1683,16153,1286,33168,1508,7988,788,5158,542,8470,1495,3869,948,2656,753,1479,495,466,158,2265,603,1236,400,715,402,197,128,117,113,2367,693,933,276,1221,531,197,121,16,26,182,103,102,84,56,55,24,40,0,161
0500000US47115,47115,"Marion County, Tennessee",22883,66,4248,555,13193,1069,3649,707,1793,257,19948,726,3399,568,12003,1060,2908,662,1638,250,1706,620,457,260,753,384,449,219,47,44,582,320,285,291,185,132,98,100,14,24,647,274,107,101,252,173,194,169,94,115,0,161,0,161,0,161,0,161,0,161
0500000US47117,47117,"Marshall County, Tennessee",22871,141,4835,472,12700,722,3747,555,1589,272,19777,672,3791,537,11498,742,3200,559,1288,283,1609,456,610,315,567,236,201,159,231,108,1016,411,334,218,418,231,229,126,35,43,435,319,100,93,183,220,117,84,35,43,34,41,0,161,34,41,0,161,0,161
0500000US47119,47119,"Maury County, Tennessee",61897,145,14607,874,34774,1447,8461,898,4055,409,51443,1121,10959,824,30379,1406,6405,756,3700,421,5706,964,1996,634,2317,551,1281,434,112,72,2537,724,966,382,1023,470,438,189,110,101,1914,639,663,380,805,381,313,191,133,133,297,260,23,36,250,254,24,40,0,161
0500000US47123,47123,"Monroe County, Tennessee",35241,124,7373,570,19593,1207,5450,890,2825,513,29797,1115,5614,752,17323,1212,4255,743,2605,505,3432,877,1171,394,1332,506,858,413,71,87,1207,621,329,206,706,460,172,142,0,161,641,296,202,174,125,108,165,140,149,213,164,141,57,101,107,104,0,161,0,161
0500000US47125,47125,"Montgomery County, Tennessee",113529,141,25608,1336,67570,2332,15364,1359,4987,555,86179,1838,17769,1345,52760,2002,11133,1173,4517,524,12301,1503,3745,783,6049,992,2224,520,283,133,2578,682,1275,471,843,484,422,213,38,46,9385,1228,2094,427,6015,1098,1144,347,132,85,3086,622,725,286,1903,497,441,246,17,31
0500000US47129,47129,"Morgan County, Tennessee",16630,105,3841,378,8967,677,2805,516,1017,245,15026,323,3363,400,8442,682,2257,457,964,253,621,257,148,86,305,184,140,96,28,35,827,218,254,99,220,106,328,172,25,44,156,113,76,71,0,161,80,88,0,161,0,161,0,161,0,161,0,161,0,161
0500000US47131,47131,"Obion County, Tennessee",25736,75,5125,556,14484,888,3764,494,2363,298,22450,671,4253,581,13192,809,2812,438,2193,279,2065,490,492,161,751,307,678,260,144,87,737,313,234,174,271,187,209,165,23,37,325,150,111,91,151,116,60,55,3,6,159,179,35,41,119,154,5,11,0,161
0500000US47133,47133,"Overton County, Tennessee",16947,38,2741,362,10350,645,2466,509,1390,233,14793,447,2015,343,9468,613,1958,421,1352,227,1003,399,211,146,512,304,242,179,38,49,876,310,460,218,225,195,191,179,0,161,275,157,55,64,145,121,75,92,0,161,0,161,0,161,0,161,0,161,0,161
0500000US47141,47141,"Putnam County, Tennessee",55766,153,15878,927,28476,1400,7230,868,4182,441,45701,1127,11319,809,25425,1449,5262,684,3695,452,5370,908,2510,668,1611,556,964,284,285,146,2743,840,1242,360,550,267,749,592,202,142,1570,483,616,275,785,344,169,129,0,161,382,208,191,127,105,90,86,141,0,161
0500000US47143,47143,"Rhea County, Tennessee",24255,61,5685,595,13385,925,3435,569,1750,282,20052,760,4290,713,11465,853,2754,526,1543,270,2742,693,716,400,1455,509,412,178,159,100,733,340,265,193,286,252,182,116,0,161,658,207,344,136,179,113,87,71,48,50,70,73,70,73,0,161,0,161,0,161
0500000US47145,47145,"Roane County, Tennessee",44098,192,8339,737,25883,1124,6518,772,3358,458,38633,1022,6837,736,23564,1215,5191,705,3041,452,3294,851,895,456,1342,485,912,419,145,116,1280,409,441,220,576,239,194,139,69,64,891,348,166,127,401,265,221,161,103,122,0,161,0,161,0,161,0,161,0,161
0500000US47147,47147,"Robertson County, Tennessee",48475,59,11533,604,27773,1223,6181,796,2988,422,43043,892,9451,648,25858,1294,4933,722,2801,397,2833,576,1248,385,937,363,536,231,112,75,1490,575,582,314,508,231,373,217,27,45,987,399,221,147,429,236,289,178,48,58,122,98,31,45,41,65,50,60,0,161
0500000US47149,47149,"Rutherford County, Tennessee",179118,157,51396,1642,96100,2508,23018,1385,8604,733,142546,2309,33538,1932,83747,2475,17759,1195,7502,748,20207,1875,10015,1245,6380,1174,3185,509,627,222,9888,1263,5118,850,3247,618,1311,370,212,91,6046,930,2435,528,2585,511,763,290,263,101,431,277,290,267,141,102,0,161,0,161
0500000US47155,47155,"Sevier County, Tennessee",66457,221,14164,1096,38012,1600,10178,1057,4103,534,53991,1347,10241,1063,32659,1448,7307,840,3784,549,6190,1103,1542,491,2845,691,1690,599,113,90,2301,587,1032,434,704,316,486,231,79,71,3458,767,1006,357,1683,509,642,260,127,106,517,342,343,316,121,114,53,51,0,161
0500000US47157,47157,"Shelby County, Tennessee",701644,189,259689,3448,288212,5134,108105,3607,45638,1724,572260,4605,194373,3965,252333,4392,84636,3233,40918,1577,97377,4283,50211,3328,24643,1914,18784,1839,3739,657,6011,975,3509,734,1537,512,798,290,167,106,23129,1943,10817,1136,7956,1273,3649,720,707,243,2867,759,779,301,1743,637,238,167,107,82
0500000US47163,47163,"Sullivan County, Tennessee",126892,197,23899,1288,71709,2121,21143,1519,10141,796,108178,1608,18311,1151,64139,2185,16494,1224,9234,769,11012,1132,2885,613,4678,800,2855,644,594,197,2977,875,1058,435,970,504,821,337,128,101,4429,768,1471,459,1833,613,940,295,185,105,296,149,174,118,89,69,33,27,0,161
0500000US47165,47165,"Sumner County, Tennessee",118148,85,25742,1231,70774,1584,15379,1234,6253,589,96485,1667,18433,1205,60896,1752,11596,1046,5560,537,10705,1445,3215,684,5294,1008,1830,535,366,173,5727,1178,2309,751,2043,536,1161,436,214,163,4777,947,1539,412,2402,673,723,322,113,84,454,246,246,169,139,123,69,85,0,161
0500000US47167,47167,"Tipton County, Tennessee",44610,137,10618,794,24245,1135,7038,830,2709,358,38445,943,8517,836,21891,1087,5742,688,2295,344,3383,770,1121,403,1354,499,680,281,228,147,1961,569,619,265,681,276,489,317,172,96,708,230,324,173,243,122,127,87,14,23,113,111,37,44,76,92,0,161,0,161
0500000US47177,47177,"Warren County, Tennessee",31675,143,6756,759,17453,1149,5092,778,2374,315,28029,807,5754,827,16028,1141,4160,757,2087,376,2600,679,782,335,1037,436,616,248,165,102,583,283,220,136,111,89,220,201,32,43,370,195,0,161,227,144,96,103,47,76,93,107,0,161,50,81,0,161,43,70
0500000US47179,47179,"Washington County, Tennessee",94331,181,25661,1161,46472,1827,14726,1345,7472,669,77219,1654,19086,1394,40634,1621,10983,1125,6516,551,8937,1123,3210,627,3303,639,1956,577,468,204,4597,783,2041,509,1394,485,976,409,186,172,2872,690,819,329,980,382,811,315,262,126,706,361,505,323,161,175,0,161,40,69
0500000US47183,47183,"Weakley County, Tennessee",27482,128,7056,560,14400,885,3617,494,2409,427,22276,761,4349,508,13004,826,2849,430,2074,331,2665,543,1181,317,682,267,498,186,304,332,1430,359,1073,284,175,129,157,131,25,42,754,349,213,185,439,265,96,77,6,11,357,228,240,169,100,121,17,28,0,161
0500000US47185,47185,"White County, Tennessee",19941,106,3906,553,11147,910,3328,450,1560,253,17410,508,3215,507,10268,918,2498,436,1429,234,1691,442,404,188,734,349,493,238,60,52,346,180,166,110,39,50,141,120,0,161,474,282,121,119,106,106,176,223,71,69,20,35,0,161,0,161,20,35,0,161
0500000US47187,47187,"Williamson County, Tennessee",124888,29,29040,1001,81415,1609,10061,860,4372,503,107247,1435,23067,1222,72480,1463,7869,739,3831,486,7160,1148,2436,735,3662,812,784,313,278,156,4883,713,1615,383,2184,477,907,358,177,107,5058,967,1658,641,2843,668,471,208,86,63,540,246,264,136,246,171,30,50,0,161
0500000US47189,47189,"Wilson County, Tennessee",81815,171,18881,987,48086,1649,10412,1357,4436,543,70709,1404,15684,1041,42923,1716,8132,962,3970,526,4905,1077,1419,431,1863,487,1236,863,387,195,4034,772,1255,354,2220,546,522,309,37,45,2097,530,523,215,1010,409,522,241,42,52,70,68,0,161,70,68,0,161,0,161
0500000US48001,48001,"Anderson County, Texas",47027,203,15137,904,19348,1036,9074,923,3468,416,37827,1119,11853,1083,16151,1043,6618,932,3205,389,2988,775,1037,500,1372,486,475,210,104,86,5304,786,2058,414,1506,440,1653,522,87,75,756,361,176,99,270,287,238,162,72,75,152,153,13,22,49,54,90,138,0,165
0500000US48005,48005,"Angelina County, Texas",63730,96,14616,928,35805,1478,8349,959,4960,467,50232,1531,9974,888,30152,1471,5591,735,4515,451,7887,1337,2867,721,3385,904,1336,433,299,171,4152,867,1249,362,1742,657,1070,386,91,67,1191,435,357,179,443,290,352,196,39,45,268,191,169,142,83,136,0,165,16,30
0500000US48007,48007,"Aransas County, Texas",19943,185,3202,647,11289,1119,3632,713,1820,419,16044,878,2228,644,9319,1113,2846,662,1651,399,1572,527,365,191,748,411,374,246,85,76,2140,652,609,343,1143,593,304,244,84,103,147,177,0,165,39,70,108,156,0,165,40,65,0,165,40,65,0,165,0,165
0500000US48013,48013,"Atascosa County, Texas",32758,163,9400,780,17158,939,3963,688,2237,364,29336,700,7954,741,16455,998,2857,574,2070,348,1769,566,885,388,372,220,418,221,94,94,1156,387,344,150,239,192,513,226,60,62,497,314,217,192,92,98,175,181,13,21,0,165,0,165,0,165,0,165,0,165
