GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
0500000US45045,45045,"Greenville County, South Carolina",418516,627,202939,348,54468,922,3796,360,1459,290,2337,314,3306,392,2553,338,753,232,12331,611,10790,617,1541,269,11877,657,10384,646,1493,237,11689,405,10460,431,1229,164,9584,744,5148,535,4436,734,1885,309,1138,267,747,174,148471,871,215577,453,55747,1012,3306,378,1311,258,1995,293,3311,382,2664,385,647,178,10609,603,9127,585,1482,231,11510,708,9540,648,1970,343,11818,505,10475,560,1343,262,12669,886,7481,587,5188,709,2524,330,1666,269,858,200,159830,1016
0500000US45047,45047,"Greenwood County, South Carolina",65872,181,30964,169,8295,347,506,190,343,169,163,82,716,180,652,171,64,59,1646,217,1511,220,135,98,1875,254,1799,254,76,63,1730,172,1714,168,16,20,1625,327,1387,281,238,139,197,101,134,87,63,50,22669,351,34908,147,8856,457,358,153,236,121,122,74,728,212,646,195,82,77,1606,260,1518,238,88,72,1663,210,1569,210,94,62,1730,262,1591,258,139,80,2560,382,2438,381,122,73,211,78,188,75,23,27,26052,446
0500000US45049,45049,"Hampton County, South Carolina",20222,151,10309,120,2479,184,167,82,134,73,33,39,86,54,86,54,0,132,403,107,352,91,51,63,871,141,849,145,22,32,603,94,534,87,69,45,334,107,268,106,66,36,15,19,7,12,8,14,7830,181,9913,133,2610,195,70,73,70,73,0,132,80,75,56,66,24,39,544,126,482,131,62,56,631,133,549,148,82,65,730,96,696,97,34,33,530,129,490,124,40,42,25,25,25,25,0,132,7303,194
0500000US45051,45051,"Horry County, South Carolina",249177,464,121974,347,25838,753,1547,302,937,250,610,173,1485,251,1413,241,72,55,5976,548,5636,539,340,135,5762,529,5346,515,416,131,5555,355,5189,363,366,134,5090,620,4572,603,518,176,423,129,324,112,99,51,96136,753,127203,343,27176,676,1351,258,887,213,464,139,1710,256,1627,266,83,74,5998,411,5551,413,447,130,5066,403,4746,377,320,119,5727,377,5574,386,153,74,6529,520,5874,522,655,164,795,203,609,171,186,100,100027,708
0500000US45053,45053,"Jasper County, South Carolina",22678,154,12038,246,2854,315,141,93,92,77,49,58,180,117,136,95,44,61,643,159,520,175,123,98,737,193,677,182,60,53,861,227,596,195,265,115,292,152,281,153,11,22,0,132,0,132,0,132,9184,325,10640,238,2510,285,140,107,140,107,0,132,107,58,104,59,3,7,688,208,602,236,86,78,607,212,447,190,160,94,633,205,508,182,125,86,170,104,121,85,49,58,165,115,165,115,0,132,8130,278
0500000US45055,45055,"Kershaw County, South Carolina",57722,226,28023,211,7262,289,303,122,179,105,124,62,495,124,459,122,36,31,1698,284,1601,274,97,71,1806,277,1668,241,138,92,1938,186,1791,196,147,79,880,205,721,191,159,101,142,74,75,52,67,54,20761,299,29699,181,7075,303,289,122,179,87,110,82,631,168,576,167,55,49,1415,245,1397,245,18,23,1720,250,1582,247,138,81,1655,146,1559,150,96,53,984,181,788,180,196,80,381,132,259,95,122,72,22624,270
0500000US45057,45057,"Lancaster County, South Carolina",69344,277,34098,226,8021,249,453,138,293,125,160,69,568,179,518,169,50,78,1644,232,1632,229,12,19,2109,311,1927,311,182,93,2325,243,2247,241,78,58,674,206,505,164,169,117,248,120,193,105,55,48,26077,329,35246,224,8238,307,485,163,293,141,192,91,246,123,226,117,20,34,1969,296,1849,275,120,114,1960,333,1905,335,55,53,2036,212,1945,215,91,85,1291,226,1091,204,200,86,251,121,219,114,32,36,27008,336
0500000US45059,45059,"Laurens County, South Carolina",64404,241,31112,189,7842,302,297,125,197,115,100,55,387,161,374,157,13,22,1769,264,1613,267,156,103,1996,219,1776,230,220,132,1884,186,1748,202,136,90,1455,298,536,159,919,341,54,56,40,52,14,24,23270,318,33292,214,8508,397,421,138,208,96,213,124,543,141,520,141,23,28,1699,224,1536,235,163,97,1596,211,1495,226,101,75,1947,176,1806,175,141,80,2134,323,1359,268,775,298,168,90,104,70,64,63,24784,346
0500000US45061,45061,"Lee County, South Carolina",18959,135,9632,108,2022,147,142,98,126,89,16,26,85,68,60,54,25,36,564,130,523,138,41,30,514,153,434,145,80,43,547,82,488,71,59,33,119,81,86,75,33,35,51,47,51,47,0,132,7610,160,9327,100,2376,178,79,67,68,66,11,16,142,87,138,85,4,9,642,128,617,130,25,31,482,94,421,95,61,39,668,113,546,103,122,71,317,136,189,89,128,87,46,39,33,36,13,19,6951,186
0500000US45063,45063,"Lexington County, South Carolina",242616,516,117913,434,31170,677,2271,334,981,266,1290,242,1891,328,1702,305,189,113,6987,431,6538,428,449,137,7187,413,6759,441,428,162,7088,272,6677,285,411,163,5011,452,4197,405,814,279,735,178,488,141,247,99,86743,622,124703,374,32911,609,1866,260,903,225,963,197,1520,257,1396,242,124,72,6892,450,6459,473,433,136,7100,474,6747,463,353,127,7075,335,6701,360,374,142,6736,509,5440,468,1296,293,1722,307,1358,283,364,146,91792,680
0500000US45065,45065,"McCormick County, South Carolina",9980,73,5318,83,769,133,101,58,101,58,0,132,34,28,34,28,0,132,197,72,181,73,16,23,119,48,97,43,22,24,135,78,124,77,11,17,173,89,142,84,31,30,10,15,0,132,10,15,4549,116,4662,75,928,116,73,46,58,39,15,24,24,24,24,24,0,132,133,58,118,57,15,15,193,82,167,74,26,30,307,66,267,51,40,49,198,88,198,88,0,132,0,132,0,132,0,132,3734,92
0500000US45067,45067,"Marion County, South Carolina",32233,162,14898,190,3754,165,289,139,267,139,22,27,205,109,205,109,0,132,866,172,866,172,0,132,1082,178,1014,185,68,50,976,118,920,128,56,46,286,114,233,100,53,45,50,49,25,32,25,39,11144,231,17335,176,4271,229,188,89,154,84,34,33,76,58,64,54,12,18,962,174,899,173,63,54,911,141,847,139,64,43,1118,131,1038,132,80,47,851,197,741,196,110,79,165,80,134,66,31,37,13064,254
0500000US45069,45069,"Marlboro County, South Carolina",28156,129,15041,171,3455,259,230,113,230,113,0,132,237,100,227,100,10,15,826,206,796,211,30,35,708,209,649,207,59,46,1185,181,1126,182,59,38,269,94,237,88,32,32,0,132,0,132,0,132,11586,198,13115,142,3221,187,165,81,151,74,14,25,242,88,208,75,34,49,751,135,736,133,15,19,630,128,573,144,57,50,756,144,642,145,114,53,618,164,579,164,39,39,59,44,53,43,6,10,9894,169
0500000US45071,45071,"Newberry County, South Carolina",35778,210,17440,123,4328,258,257,91,152,80,105,47,288,121,288,121,0,132,736,165,678,160,58,42,1249,222,1136,219,113,90,1004,147,881,129,123,71,670,234,473,169,197,119,124,70,66,44,58,52,13112,255,18338,175,4382,256,206,135,165,125,41,36,218,92,184,83,34,30,964,216,890,217,74,60,957,201,892,194,65,60,809,102,784,103,25,27,1076,241,670,224,406,255,152,93,148,93,4,6,13956,275
0500000US45073,45073,"Oconee County, South Carolina",70390,192,34780,174,8446,363,396,136,136,69,260,110,651,186,587,176,64,49,1516,275,1366,256,150,87,1995,294,1853,310,142,79,1967,245,1808,233,159,97,1728,298,1608,311,120,67,193,110,193,110,0,132,26334,348,35610,144,7977,358,468,146,181,105,287,115,377,154,332,148,45,44,1768,201,1694,208,74,50,1722,216,1553,206,169,88,1838,163,1642,186,196,89,1525,281,1260,244,265,104,279,110,222,103,57,43,27633,349
0500000US45075,45075,"Orangeburg County, South Carolina",88430,338,41247,284,11586,481,694,178,495,159,199,95,623,168,496,161,127,63,2135,346,1830,325,305,108,2657,330,2280,336,377,154,2571,198,2344,213,227,103,2719,466,2004,449,715,254,187,97,163,91,24,27,29661,493,47183,243,13690,519,645,154,466,146,179,76,777,266,699,262,78,53,2123,325,1825,318,298,126,2320,302,1816,284,504,150,2581,329,2230,329,351,124,4685,553,3447,460,1238,330,559,159,401,140,158,75,33493,496
0500000US45077,45077,"Pickens County, South Carolina",114123,255,56756,262,20604,728,717,144,210,89,507,118,992,212,812,207,180,95,2892,276,2605,286,287,94,2909,269,2697,274,212,89,2662,233,2358,219,304,160,8797,733,8446,772,351,164,1635,280,1455,256,180,91,36152,731,57367,213,18745,582,684,168,259,101,425,155,718,173,587,163,131,72,2557,333,2373,325,184,88,2923,350,2602,362,321,152,2710,236,2420,237,290,115,8306,564,7747,680,559,205,847,225,741,211,106,59,38622,596
0500000US45079,45079,"Richland County, South Carolina",358363,593,173678,480,54632,1211,3278,406,1435,299,1843,303,2451,343,2064,302,387,129,8913,525,7917,473,996,248,10276,651,9250,600,1026,309,11318,722,10396,698,922,254,14910,968,11867,854,3043,590,3486,490,2628,410,858,243,119046,1205,184685,431,59636,894,3008,349,1706,307,1302,227,2107,361,1649,324,458,157,9598,628,8387,637,1211,230,9184,566,8269,552,915,212,10247,439,9375,481,872,189,20004,927,14441,856,5563,806,5488,582,4153,478,1335,337,125049,829
0500000US45081,45081,"Saluda County, South Carolina",18944,154,9593,174,2192,184,120,102,99,95,21,39,174,93,174,93,0,132,535,121,483,126,52,46,563,106,520,110,43,43,573,124,559,129,14,21,159,85,106,66,53,56,68,70,68,70,0,132,7401,193,9351,197,2340,263,226,115,195,113,31,35,151,100,131,98,20,36,474,117,417,118,57,62,485,134,468,138,17,26,515,130,497,129,18,25,446,166,355,137,91,86,43,51,9,20,34,48,7011,235
0500000US45083,45083,"Spartanburg County, South Carolina",267259,507,129414,362,33944,679,1714,227,881,203,833,167,2453,353,2214,358,239,105,7622,556,6974,548,648,157,7815,525,7250,486,565,152,7942,367,7305,361,637,175,5572,540,3480,411,2092,393,826,236,447,150,379,154,95470,744,137845,378,36121,688,1876,358,862,260,1014,254,2237,292,1921,276,316,119,7273,463,6790,449,483,131,7070,448,6264,471,806,216,7830,329,7557,322,273,123,8598,571,5804,578,2794,420,1237,255,647,175,590,181,101724,619
0500000US45085,45085,"Sumter County, South Carolina",101937,314,49066,358,13047,426,765,190,538,170,227,92,855,224,763,214,92,58,3224,340,2974,327,250,130,2916,363,2542,328,374,158,3263,251,2820,262,443,130,1819,324,1373,256,446,193,205,87,116,66,89,54,36019,497,52871,240,14792,555,980,178,659,154,321,115,985,214,822,205,163,67,2427,318,2112,295,315,113,3144,325,2688,311,456,132,3021,237,2533,245,488,145,3906,452,3055,371,851,332,329,124,227,105,102,59,38079,556
0500000US45087,45087,"Union County, South Carolina",27969,183,13341,128,3217,183,270,138,160,99,110,94,237,88,219,88,18,21,696,119,661,121,35,29,806,129,806,129,0,132,763,81,738,78,25,24,428,137,417,136,11,16,17,24,17,24,0,132,10124,171,14628,118,3415,196,175,76,139,65,36,40,222,99,210,98,12,19,613,136,582,134,31,32,835,153,828,152,7,15,717,101,685,97,32,34,722,161,594,163,128,73,131,67,64,50,67,49,11213,222
0500000US45089,45089,"Williamsburg County, South Carolina",33724,137,16716,229,4601,317,342,105,314,104,28,33,327,138,274,133,53,47,1048,209,790,189,258,151,1188,174,1156,182,32,40,1251,233,1152,221,99,68,421,174,367,148,54,61,24,34,21,32,3,5,12115,225,17008,227,4137,394,147,66,141,63,6,12,440,148,440,148,0,132,774,165,711,161,63,54,855,216,757,206,98,70,1200,304,1078,292,122,98,598,209,464,189,134,107,123,73,93,54,30,45,12871,354
0500000US45091,45091,"York County, South Carolina",205593,502,99103,399,27124,690,2087,345,1108,237,979,213,1880,280,1711,270,169,101,6279,411,5863,389,416,151,6171,443,5708,458,463,139,6446,354,6032,380,414,159,3580,451,3107,410,473,161,681,215,513,183,168,102,71979,655,106490,300,29880,678,1786,323,880,238,906,225,1595,286,1421,256,174,98,6362,451,5858,473,504,156,5821,440,5319,415,502,199,6194,292,5788,308,406,151,7074,604,6124,557,950,249,1048,222,773,191,275,106,76610,670
0500000US46003,46003,"Aurora County, South Dakota",2635,34,1356,62,282,86,25,17,25,17,0,99,15,13,15,13,0,99,46,19,46,19,0,99,106,57,95,55,11,12,72,39,72,39,0,99,18,13,13,9,5,8,0,99,0,99,0,99,1074,73,1279,62,334,41,9,9,9,9,0,99,52,23,45,25,7,11,84,27,84,27,0,99,71,15,59,18,12,12,73,21,65,19,8,11,36,26,36,26,0,99,9,9,4,5,5,8,945,60
0500000US46005,46005,"Beadle County, South Dakota",16234,134,8164,225,1769,191,161,75,102,56,59,42,193,145,148,128,45,60,403,101,345,100,58,26,424,137,332,115,92,73,410,59,406,59,4,6,166,95,98,73,68,61,12,19,0,99,12,19,6395,165,8070,245,1589,152,166,59,18,26,148,70,68,52,43,46,25,24,333,82,262,86,71,51,411,70,354,78,57,40,434,64,414,66,20,21,128,64,83,51,45,32,49,36,49,36,0,99,6481,246
0500000US46007,46007,"Bennett County, South Dakota",3257,54,1618,104,463,93,86,31,29,28,57,17,27,30,27,30,0,99,59,42,59,42,0,99,153,75,143,77,10,15,115,63,103,59,12,20,23,30,23,30,0,99,0,99,0,99,0,99,1155,100,1639,82,470,98,63,45,51,43,12,19,0,99,0,99,0,99,147,67,109,53,38,53,84,58,80,57,4,6,108,47,108,47,0,99,68,52,64,54,4,8,0,99,0,99,0,99,1169,98
0500000US46009,46009,"Bon Homme County, South Dakota",6859,31,3946,66,684,41,56,26,46,23,10,10,42,23,42,23,0,99,134,36,134,36,0,99,155,31,155,31,0,99,253,37,251,37,2,5,44,30,34,23,10,16,0,99,0,99,0,99,3262,76,2913,74,578,28,50,32,18,13,32,31,51,24,48,23,3,4,141,34,141,34,0,99,124,30,121,30,3,5,157,22,157,22,0,99,53,17,42,15,11,10,2,3,0,99,2,3,2335,72
0500000US46011,46011,"Brookings County, South Dakota",30112,133,15296,155,6695,380,338,118,178,89,160,83,128,64,128,64,0,99,589,121,589,121,0,99,609,142,583,141,26,29,574,89,561,92,13,19,3961,299,3921,301,40,37,496,171,475,175,21,31,8601,364,14816,160,6359,282,285,90,219,83,66,48,120,57,120,57,0,99,502,103,464,100,38,37,731,121,688,118,43,52,576,106,551,106,25,27,3772,289,3685,300,87,86,373,116,366,115,7,13,8457,307
0500000US46013,46013,"Brown County, South Dakota",34534,150,16760,192,4127,209,187,80,118,60,69,51,293,90,264,86,29,44,833,121,778,115,55,41,1033,142,941,144,92,51,894,95,793,109,101,55,831,174,724,164,107,77,56,38,47,37,9,15,12633,225,17774,206,4887,227,279,98,169,69,110,60,219,101,189,94,30,45,824,104,679,119,145,98,846,129,793,135,53,45,978,145,886,156,92,55,1576,185,1355,184,221,104,165,67,131,62,34,38,12887,254
0500000US46015,46015,"Brule County, South Dakota",4906,73,2425,125,728,227,30,39,11,32,19,18,23,20,23,20,0,99,238,138,160,50,78,94,162,55,146,55,16,13,221,88,174,47,47,46,26,21,20,19,6,11,28,28,28,28,0,99,1697,113,2481,71,746,167,30,23,21,20,9,14,14,19,14,19,0,99,243,94,204,61,39,47,141,50,90,36,51,46,179,49,117,35,62,49,97,54,72,46,25,29,42,26,19,18,23,27,1735,226
0500000US46017,46017,"Buffalo County, South Dakota",1797,37,934,48,331,55,23,17,23,17,0,99,30,19,30,19,0,99,64,30,55,28,9,14,95,32,81,32,14,11,119,38,105,34,14,15,0,99,0,99,0,99,0,99,0,99,0,99,603,68,863,58,270,51,14,18,14,18,0,99,21,17,21,17,0,99,65,32,65,32,0,99,53,31,33,25,20,20,101,27,77,26,24,15,16,14,16,14,0,99,0,99,0,99,0,99,593,48
0500000US46019,46019,"Butte County, South Dakota",9387,87,4723,108,1204,122,125,67,58,53,67,67,142,85,142,85,0,99,248,95,225,96,23,25,206,81,177,77,29,30,280,52,245,53,35,39,189,90,185,90,4,7,14,23,14,23,0,99,3519,140,4664,92,1122,104,109,63,96,60,13,21,57,47,46,44,11,18,209,58,183,58,26,30,336,72,336,72,0,99,210,57,194,56,16,19,166,93,147,90,19,34,35,40,32,40,3,4,3542,111
0500000US46021,46021,"Campbell County, South Dakota",1390,99,700,58,125,27,28,21,0,99,28,21,0,99,0,99,0,99,29,15,29,15,0,99,29,14,29,14,0,99,36,12,36,12,0,99,3,4,3,4,0,99,0,99,0,99,0,99,575,46,690,56,175,36,0,99,0,99,0,99,0,99,0,99,0,99,41,19,41,19,0,99,37,20,32,19,5,7,66,24,61,24,5,5,8,7,5,5,3,5,23,18,23,18,0,99,515,43
0500000US46023,46023,"Charles Mix County, South Dakota",8560,54,4207,45,1063,51,62,31,55,29,7,10,50,34,50,34,0,99,307,69,269,67,38,25,289,59,266,56,23,21,291,34,229,29,62,26,50,28,28,20,22,20,14,9,7,5,7,7,3144,53,4353,54,1140,63,59,30,59,30,0,99,110,37,95,34,15,20,324,68,262,68,62,31,239,53,192,58,47,29,312,51,242,54,70,32,59,38,39,26,20,23,37,17,30,17,7,9,3213,59
0500000US46025,46025,"Clark County, South Dakota",3555,26,1763,18,365,29,22,23,22,23,0,99,20,17,15,16,5,7,78,28,78,28,0,99,120,30,115,29,5,9,93,19,90,21,3,5,22,20,21,20,1,2,10,11,10,11,0,99,1398,33,1792,30,422,39,28,20,28,20,0,99,28,21,28,21,0,99,81,26,81,26,0,99,92,29,92,29,0,99,162,32,158,34,4,7,26,17,24,17,2,4,5,6,5,6,0,99,1370,40
0500000US46027,46027,"Clay County, South Dakota",13507,92,6680,119,3511,232,198,89,143,97,55,49,97,62,68,56,29,29,358,111,345,112,13,21,182,77,172,73,10,18,369,69,369,69,0,99,1984,200,1972,206,12,17,323,143,323,143,0,99,3169,172,6827,114,3612,217,80,51,28,32,52,40,57,43,43,34,14,26,234,81,163,81,71,39,273,66,268,66,5,9,219,79,219,79,0,99,2147,223,2099,227,48,39,602,182,569,175,33,47,3215,212
0500000US46029,46029,"Codington County, South Dakota",25928,161,12828,188,3415,207,299,116,100,48,199,114,208,88,182,86,26,24,724,140,611,138,113,69,806,137,692,134,114,67,746,113,679,129,67,55,587,158,559,165,28,31,45,42,45,42,0,99,9413,216,13100,172,3345,192,102,48,66,42,36,31,164,68,133,66,31,28,721,128,621,143,100,69,650,129,595,124,55,48,882,111,867,111,15,18,746,171,493,114,253,156,80,44,58,30,22,31,9755,180
0500000US46031,46031,"Corson County, South Dakota",3851,36,1922,53,596,72,44,29,44,29,0,99,35,26,35,26,0,99,131,36,131,36,0,99,196,41,190,42,6,8,129,44,129,44,0,99,50,41,29,28,21,33,11,13,11,13,0,99,1326,55,1929,49,666,90,81,32,81,32,0,99,50,34,50,34,0,99,162,42,162,42,0,99,122,33,122,33,0,99,149,36,140,35,9,14,98,60,96,59,2,3,4,6,4,6,0,99,1263,72
0500000US46033,46033,"Custer County, South Dakota",7822,48,4068,97,687,113,46,41,25,22,21,33,5,8,5,8,0,99,217,72,207,71,10,16,122,71,122,71,0,99,229,49,198,38,31,30,48,48,32,45,16,22,20,26,20,26,0,99,3381,168,3754,84,635,90,10,12,0,99,10,12,33,27,29,26,4,7,130,57,109,51,21,31,190,73,187,74,3,5,208,61,194,57,14,19,42,30,24,19,18,25,22,23,22,23,0,99,3119,84
0500000US46035,46035,"Davison County, South Dakota",18652,176,9305,157,2563,206,256,121,138,98,118,73,55,41,55,41,0,99,458,124,433,127,25,31,553,130,553,130,0,99,633,102,576,95,57,60,567,197,264,150,303,109,41,49,41,49,0,99,6742,243,9347,137,2280,143,160,80,84,40,76,67,121,63,108,61,13,20,472,148,319,113,153,129,422,148,390,149,32,37,473,92,459,93,14,23,507,143,185,93,322,130,125,68,125,68,0,99,7067,184
0500000US46037,46037,"Day County, South Dakota",5536,39,2724,49,551,64,97,53,53,32,44,49,38,32,38,32,0,99,98,28,94,25,4,7,146,40,117,28,29,32,134,28,134,28,0,99,26,27,26,27,0,99,12,15,9,14,3,6,2173,41,2812,49,683,71,66,31,20,18,46,31,48,32,35,23,13,19,161,48,137,45,24,31,132,35,126,34,6,8,168,46,154,46,14,19,74,51,29,19,45,46,34,23,24,21,10,11,2129,62
0500000US46039,46039,"Deuel County, South Dakota",4213,24,2138,23,483,30,19,19,13,18,6,9,23,14,23,14,0,99,160,40,140,34,20,24,105,39,105,39,0,99,143,20,143,20,0,99,26,18,13,13,13,17,7,11,0,99,7,11,1655,32,2075,22,495,44,38,24,19,14,19,21,20,12,20,12,0,99,116,33,110,33,6,11,96,30,96,30,0,99,127,16,125,15,2,3,65,29,48,27,17,17,33,20,27,18,6,8,1580,39
0500000US46041,46041,"Dewey County, South Dakota",4992,60,2483,47,872,77,23,22,23,22,0,99,46,29,46,29,0,99,272,71,272,71,0,99,207,77,200,76,7,7,221,36,217,35,4,8,91,63,91,63,0,99,12,19,0,99,12,19,1611,92,2509,35,824,65,35,27,35,27,0,99,40,29,40,29,0,99,166,47,166,47,0,99,254,55,237,52,17,16,248,50,242,52,6,10,73,44,55,38,18,18,8,10,8,10,0,99,1685,62
0500000US46043,46043,"Douglas County, South Dakota",2941,22,1475,18,302,33,15,13,15,13,0,99,16,10,10,7,6,6,42,16,27,13,15,11,73,23,59,23,14,8,124,25,96,20,28,20,26,16,21,14,5,7,6,5,3,5,3,5,1173,37,1466,24,294,23,27,14,21,12,6,10,14,9,10,7,4,5,74,21,46,15,28,22,68,18,48,18,20,12,73,10,49,14,24,12,36,18,34,18,2,4,2,3,0,99,2,3,1172,24
0500000US46045,46045,"Edmunds County, South Dakota",3926,40,1978,74,381,55,19,13,15,13,4,6,32,18,29,17,3,5,85,28,82,28,3,5,109,36,109,36,0,99,117,36,98,33,19,21,11,14,0,99,11,14,8,11,8,11,0,99,1597,65,1948,66,371,70,7,8,7,8,0,99,30,19,26,19,4,7,119,45,106,45,13,10,87,35,80,34,7,6,71,26,65,26,6,8,46,28,30,23,16,15,11,13,11,13,0,99,1577,94
0500000US46047,46047,"Fall River County, South Dakota",6906,88,3678,115,766,124,63,51,63,51,0,99,37,39,37,39,0,99,218,55,148,50,70,39,223,72,203,73,20,27,163,78,163,78,0,99,53,66,52,67,1,3,9,15,9,15,0,99,2912,109,3228,104,479,210,0,99,0,99,0,99,27,28,27,28,0,99,47,28,32,20,15,21,64,36,64,36,0,99,202,82,138,68,64,53,126,165,35,29,91,149,13,17,1,3,12,17,2749,191
0500000US46049,46049,"Faulk County, South Dakota",2314,26,1087,72,197,46,0,99,0,99,0,99,5,5,5,5,0,99,32,19,32,19,0,99,72,37,72,37,0,99,71,24,71,24,0,99,17,15,17,15,0,99,0,99,0,99,0,99,890,59,1227,69,257,61,19,21,4,6,15,22,11,10,11,10,0,99,75,41,61,40,14,19,61,34,49,30,12,19,70,22,70,22,0,99,18,12,13,12,5,6,3,6,3,6,0,99,970,55
0500000US46051,46051,"Grant County, South Dakota",7113,47,3584,52,829,67,57,35,22,25,35,32,25,15,23,15,2,3,208,48,208,48,0,99,245,39,224,35,21,26,241,43,241,43,0,99,53,48,52,49,1,4,0,99,0,99,0,99,2755,74,3529,61,723,51,107,81,98,79,9,19,43,38,40,38,3,5,87,50,87,50,0,99,192,60,162,49,30,44,246,48,246,48,0,99,45,27,34,24,11,15,3,5,0,99,3,5,2806,63
0500000US46053,46053,"Gregory County, South Dakota",4153,30,2096,31,443,37,27,15,24,15,3,4,22,14,22,14,0,99,93,25,90,26,3,5,147,27,134,29,13,12,135,27,131,28,4,5,15,12,5,7,10,10,4,6,4,6,0,99,1653,39,2057,26,374,33,11,9,11,9,0,99,35,22,35,22,0,99,78,21,78,21,0,99,113,30,106,30,7,8,82,14,82,14,0,99,42,18,34,17,8,8,13,14,10,11,3,5,1683,39
0500000US46055,46055,"Haakon County, South Dakota",1820,161,888,73,158,39,2,5,0,99,2,5,12,13,12,13,0,99,45,23,42,23,3,5,66,26,66,26,0,99,32,21,32,21,0,99,1,3,1,3,0,99,0,99,0,99,0,99,730,55,932,121,130,36,22,16,8,11,14,11,7,11,7,11,0,99,10,9,10,9,0,99,37,23,37,23,0,99,40,18,40,18,0,99,14,18,14,18,0,99,0,99,0,99,0,99,802,116
0500000US46057,46057,"Hamlin County, South Dakota",5427,53,2740,45,773,56,42,23,36,22,6,7,83,38,83,38,0,99,114,32,110,33,4,5,200,45,188,44,12,18,247,43,220,44,27,15,78,37,75,37,3,5,9,13,9,13,0,99,1967,63,2687,33,690,62,42,27,32,23,10,13,67,33,57,32,10,15,164,38,154,40,10,14,161,44,151,47,10,15,139,37,139,37,0,99,90,39,76,39,14,14,27,17,21,14,6,8,1997,61
0500000US46059,46059,"Hand County, South Dakota",3302,18,1671,25,333,35,11,10,9,11,2,3,7,7,7,7,0,99,82,20,80,20,2,4,103,21,95,20,8,12,114,29,83,34,31,33,8,10,7,9,1,3,8,12,0,99,8,12,1338,25,1631,24,346,46,25,11,25,11,0,99,9,8,9,8,0,99,119,23,117,23,2,4,79,22,79,22,0,99,70,37,70,37,0,99,29,27,27,26,2,3,15,13,10,10,5,7,1285,42
0500000US46061,46061,"Hanson County, South Dakota",3234,42,1677,76,433,48,32,18,20,17,12,10,41,19,28,16,13,12,108,35,78,29,30,20,126,37,65,22,61,34,96,42,88,41,8,10,23,18,23,18,0,99,7,9,4,6,3,5,1244,75,1557,75,398,59,22,20,22,20,0,99,17,12,13,10,4,6,84,33,54,27,30,21,115,38,97,37,18,18,131,50,131,50,0,99,18,15,14,14,4,6,11,11,8,10,3,4,1159,79
0500000US46063,46063,"Harding County, South Dakota",1215,101,603,56,128,35,0,99,0,99,0,99,4,5,2,3,2,4,24,13,24,13,0,99,25,11,21,11,4,99,69,26,63,26,6,99,6,9,6,9,0,99,0,99,0,99,0,99,475,42,612,60,164,31,4,5,0,99,4,5,7,10,7,10,0,99,22,11,22,11,0,99,52,21,49,21,3,4,69,16,69,16,0,99,4,6,2,3,2,5,6,6,6,6,0,99,448,48
0500000US46065,46065,"Hughes County, South Dakota",16142,99,7677,114,1789,141,152,78,54,46,98,72,98,59,91,59,7,11,434,102,358,91,76,75,438,99,387,104,51,41,457,92,455,92,2,7,153,85,148,86,5,8,57,58,20,31,37,50,5888,152,8465,127,2002,171,108,65,43,36,65,53,134,81,117,81,17,28,388,126,325,123,63,48,544,149,519,149,25,26,512,89,505,87,7,11,267,103,238,94,29,45,49,49,29,38,20,29,6463,157
0500000US46067,46067,"Hutchinson County, South Dakota",7172,42,3478,43,802,40,57,34,54,35,3,4,66,30,66,30,0,99,153,33,153,33,0,99,218,42,204,45,14,13,249,33,205,38,44,54,56,31,50,30,6,7,3,5,3,5,0,99,2676,52,3694,37,868,60,63,30,37,27,26,22,32,27,32,27,0,99,254,39,251,39,3,5,206,40,199,40,7,7,216,36,166,36,50,34,71,34,57,33,14,16,26,20,15,12,11,16,2826,50
