GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
0500000US35005,35005,"Chaves County, New Mexico",35695,*****,17884,*****,6357,*****,6331,51,26,51,0,195,26,51,11527,*****,8159,776,3368,776,1090,374,2278,765,17811,*****,6087,*****,6016,116,71,117,0,195,71,117,11724,*****,8299,685,3425,685,1668,546,1757,581
0500000US35013,35013,"Doña Ana County, New Mexico",142061,*****,69103,*****,22373,*****,21107,716,1266,716,69,119,1197,706,46730,*****,32060,1785,14670,1785,6460,1344,8210,1391,72958,*****,21703,*****,20224,1057,1479,1057,0,195,1479,1057,51255,*****,33916,2131,17339,2131,6081,1129,11258,1886
0500000US35025,35025,"Lea County, New Mexico",36978,*****,19297,*****,6988,*****,6602,391,386,391,0,195,386,391,12309,*****,6907,940,5402,940,1468,688,3934,928,17681,*****,6750,*****,6484,372,266,372,220,368,46,78,10931,*****,5878,991,5053,991,1052,414,4001,1015
0500000US35035,35035,"Otero County, New Mexico",23355,*****,11799,773,4219,773,3841,777,378,397,0,195,378,397,7580,*****,4736,998,2844,998,661,489,2183,983,11556,773,3613,773,3613,773,0,195,0,195,0,195,7943,*****,5032,800,2911,800,1416,787,1495,756
0500000US35043,35043,"Sandoval County, New Mexico",50451,*****,24747,*****,8017,*****,7468,745,549,745,10,17,539,747,16730,*****,15770,530,960,530,390,325,570,412,25704,*****,7880,*****,7783,146,97,146,0,195,97,146,17824,*****,15609,1179,2215,1179,911,514,1304,1000
0500000US35045,35045,"San Juan County, New Mexico",24463,*****,12469,*****,4535,*****,4405,159,130,159,0,195,130,159,7934,*****,6505,612,1429,612,164,254,1265,616,11994,*****,4445,*****,4363,98,82,98,20,33,62,97,7549,*****,6160,587,1389,587,456,268,933,460
0500000US35049,35049,"Santa Fe County, New Mexico",75299,*****,37702,*****,10306,*****,9413,507,893,507,0,195,893,507,27396,*****,21872,1148,5524,1148,1432,623,4092,1062,37597,*****,10333,*****,9927,277,406,277,0,195,406,277,27264,*****,22116,1119,5148,1119,1166,452,3982,1013
0500000US35061,35061,"Valencia County, New Mexico",45112,*****,22542,435,6677,435,6519,469,158,193,0,195,158,193,15865,*****,12826,833,3039,832,1100,798,1939,807,22570,435,6901,435,6901,435,0,195,0,195,0,195,15669,*****,12259,869,3410,869,1108,573,2302,713
0500000US36001,36001,"Albany County, New York",16983,*****,8858,478,3253,478,3071,549,182,297,182,297,0,193,5605,*****,4677,409,928,410,474,334,454,376,8125,478,2063,478,1991,494,72,127,72,127,0,193,6062,*****,5013,398,1049,399,533,335,516,363
0500000US36005,36005,"Bronx County, New York",774778,*****,366339,*****,111731,*****,99405,2508,12326,2507,1687,929,10639,2274,254608,*****,139012,6379,115596,6379,44271,4479,71325,5344,408439,*****,106985,*****,98351,1505,8634,1505,1115,608,7519,1374,301454,*****,161587,6396,139867,6396,64713,4606,75154,5135
0500000US36007,36007,"Broome County, New York",7468,*****,3776,248,1432,201,1432,201,0,193,0,193,0,193,2344,164,1772,330,572,352,424,290,148,169,3692,248,1133,202,1133,202,0,193,0,193,0,193,2559,163,1749,398,810,385,443,270,367,307
0500000US36027,36027,"Dutchess County, New York",33464,*****,17182,384,4984,385,4718,418,266,218,148,186,118,203,12198,*****,6207,1191,5991,1191,2703,764,3288,878,16282,384,5235,384,5051,432,184,233,57,94,127,233,11047,*****,7125,792,3922,792,1767,817,2155,602
0500000US36029,36029,"Erie County, New York",45356,*****,22480,*****,8213,*****,7798,389,415,389,180,204,235,342,14267,*****,12378,760,1889,760,1289,719,600,321,22876,*****,8047,*****,7954,107,93,108,0,193,93,108,14829,*****,11991,951,2838,951,1469,622,1369,613
0500000US36045,36045,"Jefferson County, New York",8385,*****,5683,491,2175,457,2116,472,59,104,0,193,59,104,3508,149,2677,468,831,473,431,442,400,390,2702,491,681,457,681,457,0,193,0,193,0,193,2021,148,1647,363,374,313,170,136,204,290
0500000US36047,36047,"Kings County, New York",507880,*****,249545,*****,70005,*****,65580,1025,4425,1025,439,293,3986,957,179540,*****,86105,4176,93435,4176,28566,2413,64869,4340,258335,*****,67144,*****,62977,984,4167,984,717,510,3450,1051,191191,*****,99725,3752,91466,3751,36306,2430,55160,3455
0500000US36055,36055,"Monroe County, New York",59251,*****,28826,*****,10824,*****,10722,166,102,167,102,167,0,193,18002,*****,15785,694,2217,694,1087,453,1130,465,30425,*****,10362,*****,10066,244,296,243,296,243,0,193,20063,*****,17272,628,2791,628,1228,342,1563,510
0500000US36059,36059,"Nassau County, New York",212005,*****,107018,*****,31692,*****,29298,890,2394,890,488,339,1906,795,75326,*****,25480,2570,49846,2570,13862,2099,35984,2955,104987,*****,30143,*****,28047,987,2096,987,522,310,1574,972,74844,*****,29836,2862,45008,2863,19704,2617,25304,3240
0500000US36061,36061,"New York County, New York",419398,*****,199911,*****,45028,*****,40612,1382,4416,1383,1053,644,3363,1320,154883,*****,78461,5606,76422,5605,34521,3714,41901,5434,219487,*****,42815,*****,37880,1431,4935,1431,2127,1013,2808,1135,176672,*****,88379,4549,88293,4549,52240,3612,36053,3664
0500000US36065,36065,"Oneida County, New York",12020,*****,6505,395,2256,396,2176,389,80,102,0,193,80,102,4249,*****,3106,383,1143,383,263,240,880,343,5515,395,2135,395,1913,514,222,277,0,193,222,277,3380,*****,2748,395,632,395,263,258,369,295
0500000US36067,36067,"Onondaga County, New York",20956,*****,10647,149,4089,149,3946,241,143,182,42,72,101,170,6558,*****,4838,952,1720,952,507,294,1213,1011,10309,149,3471,149,3424,142,47,76,47,76,0,193,6838,*****,5482,388,1356,387,689,301,667,311
0500000US36071,36071,"Orange County, New York",71942,*****,36269,*****,12412,*****,11971,338,441,338,83,91,358,328,23857,*****,14904,1414,8953,1415,2374,779,6579,1520,35673,*****,12072,*****,11804,265,268,266,52,90,216,243,23601,*****,16332,1378,7269,1378,2790,864,4479,1233
0500000US36079,36079,"Putnam County, New York",12547,*****,6942,540,2299,540,2085,468,214,301,0,193,214,301,4643,*****,1859,783,2784,783,1165,560,1619,859,5605,540,1342,540,1342,540,0,193,0,193,0,193,4263,*****,2790,524,1473,525,725,401,748,358
0500000US36081,36081,"Queens County, New York",642259,*****,323267,*****,81706,*****,75351,1568,6355,1568,1511,668,4844,1348,241561,*****,82658,3930,158903,3930,60401,3468,98502,4950,318992,*****,78759,*****,71632,1720,7127,1720,1633,1024,5494,1333,240233,*****,82201,4524,158032,4524,72838,3602,85194,4970
0500000US36085,36085,"Richmond County, New York",84441,*****,41601,*****,13509,*****,13097,262,412,262,47,82,365,251,28092,*****,18519,1603,9573,1603,3391,837,6182,1485,42840,*****,13075,*****,12656,312,419,313,49,83,370,296,29765,*****,20447,1537,9318,1537,3756,974,5562,1452
0500000US36087,36087,"Rockland County, New York",54004,*****,27696,*****,8623,*****,7523,431,1100,432,229,193,871,422,19073,*****,7820,1526,11253,1526,3147,938,8106,1445,26308,*****,8206,*****,7536,351,670,352,416,341,254,258,18102,*****,8711,1105,9391,1105,2768,642,6623,1022
0500000US36091,36091,"Saratoga County, New York",6340,*****,3009,228,918,139,557,296,361,265,20,47,341,292,2091,174,1007,571,1084,532,292,276,792,542,3331,228,1113,139,952,268,161,251,0,193,161,251,2218,174,1574,360,644,383,244,227,400,394
0500000US36093,36093,"Schenectady County, New York",9981,*****,4141,690,1822,304,1521,487,301,496,301,496,0,193,2319,655,1737,626,582,339,395,271,187,314,5840,690,1870,304,1790,380,80,134,80,134,0,193,3970,656,2781,1034,1189,691,903,671,286,257
0500000US36103,36103,"Suffolk County, New York",265514,*****,137129,*****,42568,*****,40120,911,2448,911,501,647,1947,727,94561,*****,41054,3380,53507,3380,15475,2299,38032,4118,128385,*****,40674,*****,36589,1590,4085,1590,636,537,3449,1481,87711,*****,38808,2742,48903,2741,19092,2000,29811,2886
0500000US36105,36105,"Sullivan County, New York",11050,*****,6000,414,1932,414,1932,414,0,193,0,193,0,193,4068,*****,2795,688,1273,688,941,690,332,215,5050,414,1636,414,1636,414,0,193,0,193,0,193,3414,*****,2437,644,977,644,664,635,313,247
0500000US36111,36111,"Ulster County, New York",17115,*****,8970,523,2613,523,2613,523,0,193,0,193,0,193,6357,*****,5106,667,1251,667,239,247,1012,551,8145,523,2716,523,2716,523,0,193,0,193,0,193,5429,*****,4082,577,1347,577,437,310,910,532
0500000US36119,36119,"Westchester County, New York",225423,*****,114038,*****,34083,*****,30385,1121,3698,1121,501,350,3197,1059,79955,*****,32108,2855,47847,2855,14249,2099,33598,2757,111385,*****,32191,*****,29804,863,2387,863,659,494,1728,737,79194,*****,29936,2321,49258,2321,20293,2069,28965,2573
0500000US37001,37001,"Alamance County, North Carolina",18279,*****,9574,346,3824,304,3501,376,323,479,0,201,323,479,5750,203,1264,658,4486,684,1106,680,3380,758,8705,346,3766,305,3757,303,9,16,0,201,9,16,4939,203,796,453,4143,529,511,435,3632,706
0500000US37019,37019,"Brunswick County, North Carolina",5574,*****,3096,438,1058,289,1023,277,35,67,0,201,35,67,2038,249,640,360,1398,419,257,237,1141,453,2478,439,1071,289,1071,289,0,201,0,201,0,201,1407,250,600,302,807,359,131,143,676,415
0500000US37021,37021,"Buncombe County, North Carolina",15713,*****,8834,1087,3662,1100,2832,1290,830,719,334,524,496,547,5172,243,1101,794,4071,761,198,326,3873,828,6879,1087,2229,1099,1353,958,876,1235,0,201,876,1235,4650,243,933,621,3717,605,995,802,2722,843
0500000US37025,37025,"Cabarrus County, North Carolina",18322,*****,9198,737,3864,793,3590,727,274,403,39,66,235,404,5334,305,1491,531,3843,626,637,338,3206,537,9124,736,3853,793,3544,920,309,435,0,201,309,435,5271,305,1885,907,3386,799,797,391,2589,852
0500000US37031,37031,"Carteret County, North Carolina",2757,*****,1500,186,585,187,499,226,86,122,0,201,86,122,915,3,154,117,761,117,72,80,689,145,1257,186,448,186,379,187,69,119,17,49,52,87,809,4,216,152,593,152,31,57,562,176
0500000US37035,37035,"Catawba County, North Carolina",13503,*****,6796,1012,2692,947,1894,1093,798,1055,0,201,798,1055,4104,215,741,580,3363,545,358,400,3005,596,6707,1013,2824,947,2824,947,0,201,0,201,0,201,3883,215,629,386,3254,382,696,414,2558,571
0500000US37037,37037,"Chatham County, North Carolina",8593,*****,5143,958,2282,752,2010,784,272,304,0,201,272,304,2861,396,887,745,1974,628,63,108,1911,643,3450,958,1240,753,1105,778,135,216,0,201,135,216,2210,396,210,167,2000,474,203,290,1797,547
0500000US37045,37045,"Cleveland County, North Carolina",3035,*****,1536,217,626,160,513,125,113,124,0,201,113,124,910,109,241,263,669,247,94,101,575,240,1499,217,603,160,488,208,115,171,0,201,115,171,896,109,128,119,768,142,353,154,415,229
0500000US37049,37049,"Craven County, North Carolina",7253,*****,3957,430,1087,414,900,312,187,250,0,201,187,250,2870,132,1136,643,1734,626,525,467,1209,718,3296,430,1318,414,1000,635,318,371,0,201,318,371,1978,133,775,449,1203,475,327,350,876,520
0500000US37051,37051,"Cumberland County, North Carolina",34938,*****,18066,331,6236,331,6171,340,65,107,0,201,65,107,11830,*****,9440,749,2390,749,1433,559,957,609,16872,331,5812,331,5694,373,118,136,68,110,50,83,11060,*****,9133,629,1927,629,1190,468,737,475
0500000US37057,37057,"Davidson County, North Carolina",10834,*****,6016,646,2754,589,2640,515,114,206,0,201,114,206,3262,214,1190,494,2072,462,554,288,1518,653,4818,646,1869,590,1869,590,0,201,0,201,0,201,2949,215,677,218,2272,293,509,324,1763,244
0500000US37063,37063,"Durham County, North Carolina",38849,*****,20993,553,6861,315,5718,947,1143,955,195,252,948,920,14132,533,2648,1115,11484,1433,1091,701,10393,1673,17856,553,7245,314,6296,726,949,663,0,201,949,663,10611,532,2913,1031,7698,901,1015,596,6683,1009
0500000US37067,37067,"Forsyth County, North Carolina",44934,*****,22902,433,9389,433,8819,585,570,463,0,201,570,463,13513,*****,3642,1393,9871,1393,1957,913,7914,1303,22032,434,9768,433,9253,639,515,439,0,201,515,439,12264,*****,3651,880,8613,880,2216,769,6397,1062
0500000US37071,37071,"Gaston County, North Carolina",13051,*****,6650,331,2231,245,1824,505,407,400,0,201,407,400,4419,227,1382,506,3037,493,543,375,2494,537,6401,331,2789,245,2277,339,512,393,50,84,462,394,3612,227,898,408,2714,423,894,481,1820,666
0500000US37081,37081,"Guilford County, North Carolina",37841,*****,20184,281,8000,281,7742,325,258,218,134,169,124,141,12184,*****,4439,1020,7745,1020,765,369,6980,1037,17657,281,6593,281,6437,321,156,253,0,201,156,253,11064,*****,4111,779,6953,779,1318,569,5635,957
0500000US37085,37085,"Harnett County, North Carolina",14673,*****,7464,483,2690,429,2559,460,131,228,0,201,131,228,4774,159,1849,709,2925,693,499,377,2426,661,7209,484,3544,429,3380,494,164,166,0,201,164,166,3665,159,1638,547,2027,554,317,297,1710,488
0500000US37097,37097,"Iredell County, North Carolina",11807,*****,6548,623,2787,583,2535,651,252,330,0,201,252,330,3761,209,612,524,3149,583,551,278,2598,602,5259,623,1732,583,1732,583,0,201,0,201,0,201,3527,209,1749,614,1778,613,517,276,1261,593
0500000US37101,37101,"Johnston County, North Carolina",23469,*****,12036,335,5012,282,4379,331,633,456,0,201,633,456,7024,200,1383,736,5641,736,167,157,5474,742,11433,335,4810,282,4596,358,214,211,0,201,214,211,6623,200,1478,798,5145,845,351,354,4794,876
0500000US37109,37109,"Lincoln County, North Carolina",5620,*****,2958,446,1015,439,1015,439,0,201,0,201,0,201,1943,84,584,462,1359,462,480,494,879,375,2662,446,999,439,888,406,111,116,0,201,111,116,1663,85,651,289,1012,290,172,240,840,289
0500000US37119,37119,"Mecklenburg County, North Carolina",124800,*****,64806,*****,22716,*****,20063,1035,2653,1034,154,133,2499,1026,42090,*****,8934,1642,33156,1642,5834,1354,27322,2113,59994,*****,22063,*****,20537,747,1526,747,168,167,1358,714,37931,*****,11089,1974,26842,1973,6137,1233,20705,2213
0500000US37125,37125,"Moore County, North Carolina",5744,*****,2867,457,920,393,630,315,290,343,0,201,290,343,1947,157,813,590,1134,578,132,203,1002,533,2877,457,1445,393,1445,393,0,201,0,201,0,201,1432,157,377,275,1055,323,450,285,605,399
0500000US37127,37127,"Nash County, North Carolina",6268,*****,3665,488,1630,340,1269,321,361,408,0,201,361,408,2035,195,188,198,1847,218,484,445,1363,550,2603,488,882,340,882,340,0,201,0,201,0,201,1721,196,502,345,1219,312,36,61,1183,314
0500000US37129,37129,"New Hanover County, North Carolina",11658,*****,6202,685,2108,637,2108,637,0,201,0,201,0,201,4094,230,1026,562,3068,582,386,357,2682,676,5456,685,2124,637,1831,822,293,435,0,201,293,435,3332,231,1259,483,2073,445,157,174,1916,462
0500000US37133,37133,"Onslow County, North Carolina",21867,*****,13084,492,3831,454,3736,449,95,129,0,201,95,129,9253,195,7875,658,1378,649,497,322,881,586,8783,492,3252,454,3252,454,0,201,0,201,0,201,5531,195,4189,576,1342,581,622,459,720,473
0500000US37135,37135,"Orange County, North Carolina",11699,*****,5700,402,1858,412,1813,397,45,79,0,201,45,79,3842,141,1372,623,2470,631,208,191,2262,605,5999,402,2352,413,2146,501,206,260,0,201,206,260,3647,141,919,282,2728,319,273,219,2455,356
0500000US37147,37147,"Pitt County, North Carolina",10081,*****,5283,471,1964,380,1964,380,0,201,0,201,0,201,3319,326,1724,478,1595,519,142,230,1453,519,4798,471,1892,379,1892,379,0,201,0,201,0,201,2906,326,1511,479,1395,534,189,259,1206,541
0500000US37151,37151,"Randolph County, North Carolina",15565,*****,8485,687,3771,595,3098,710,673,563,0,201,673,563,4714,437,615,417,4099,523,1029,776,3070,878,7080,687,2856,595,2809,593,47,94,0,201,47,94,4224,437,600,458,3624,559,531,485,3093,602
0500000US37155,37155,"Robeson County, North Carolina",10836,*****,5922,459,2502,409,2242,320,260,285,0,201,260,285,3420,234,485,286,2935,299,320,218,2615,390,4914,459,2254,409,2156,401,98,163,0,201,98,163,2660,234,1374,465,1286,489,138,178,1148,458
0500000US37159,37159,"Rowan County, North Carolina",11124,*****,6241,611,2913,636,2756,524,157,235,0,201,157,235,3328,105,1013,480,2315,492,395,372,1920,578,4883,611,1775,636,1732,629,43,79,0,201,43,79,3108,104,1281,620,1827,640,350,237,1477,660
0500000US37161,37161,"Rutherford County, North Carolina",2620,*****,1406,347,436,205,436,205,0,201,0,201,0,201,970,292,399,279,571,260,305,206,266,264,1214,347,586,204,467,212,119,228,0,201,119,228,628,292,341,329,287,122,157,98,130,150
0500000US37171,37171,"Surry County, North Carolina",7227,*****,3812,460,1501,423,1445,425,56,94,56,94,0,201,2311,229,324,266,1987,323,354,341,1633,434,3415,460,1636,423,1600,427,36,65,0,201,36,65,1779,229,416,257,1363,342,206,247,1157,353
0500000US37179,37179,"Union County, North Carolina",23146,*****,11871,782,4563,653,4170,695,393,345,27,48,366,338,7308,469,2188,859,5120,853,722,489,4398,921,11275,782,5017,653,4523,883,494,475,428,442,66,117,6258,469,2293,808,3965,994,1126,611,2839,845
0500000US37183,37183,"Wake County, North Carolina",96954,*****,50193,*****,18829,*****,17134,862,1695,862,494,458,1201,850,31364,*****,7784,1729,23580,1729,2032,695,21548,1849,46761,*****,17782,*****,15997,928,1785,928,0,201,1785,928,28979,*****,8989,1692,19990,1692,4587,1289,15403,1939
0500000US37191,37191,"Wayne County, North Carolina",13314,*****,5929,691,1903,632,1903,632,0,201,0,201,0,201,4026,222,1215,539,2811,543,104,140,2707,557,7385,691,3529,631,3529,631,0,201,0,201,0,201,3856,222,1555,672,2301,711,158,195,2143,802
0500000US37195,37195,"Wilson County, North Carolina",8155,*****,4810,578,2233,468,2075,501,158,127,0,201,158,127,2577,237,459,289,2118,256,302,323,1816,435,3345,578,1226,467,1156,433,70,119,0,201,70,119,2119,236,658,277,1461,314,187,148,1274,312
0500000US39017,39017,"Butler County, Ohio",15904,*****,8726,680,3548,586,3012,507,536,420,36,66,500,421,5178,238,1469,545,3709,491,359,309,3350,453,7178,680,2960,586,2712,842,248,349,37,66,211,344,4218,239,2412,373,1806,380,276,222,1530,369
0500000US39035,39035,"Cuyahoga County, Ohio",65784,*****,32499,*****,11255,*****,10895,290,360,290,95,91,265,277,21244,*****,18393,853,2851,852,1423,507,1428,584,33285,*****,11159,*****,10844,279,315,279,122,123,193,253,22126,*****,18507,902,3619,902,1954,624,1665,708
0500000US39049,39049,"Franklin County, Ohio",60815,*****,32105,*****,12007,*****,10454,905,1553,905,0,190,1553,905,20098,*****,6545,1359,13553,1359,751,384,12802,1341,28710,*****,11527,*****,10647,596,880,596,0,190,880,596,17183,*****,6879,1317,10304,1317,1145,538,9159,1270
0500000US39061,39061,"Hamilton County, Ohio",22619,*****,11579,145,4095,145,4095,145,0,190,0,190,0,190,7484,*****,3504,957,3980,957,1265,701,2715,781,11040,145,4545,145,4469,185,76,96,0,190,76,96,6495,*****,3288,739,3207,740,970,504,2237,659
0500000US39093,39093,"Lorain County, Ohio",26955,*****,13541,*****,5049,*****,4998,88,51,88,51,88,0,190,8492,*****,7469,751,1023,751,380,327,643,507,13414,*****,4809,*****,4733,95,76,95,47,78,29,50,8605,*****,7834,445,771,446,271,214,500,408
0500000US39095,39095,"Lucas County, Ohio",28581,*****,14076,*****,5576,*****,5238,413,338,413,0,190,338,413,8500,*****,6567,794,1933,794,340,275,1593,905,14505,*****,5513,*****,5427,137,86,137,0,190,86,137,8992,*****,7809,464,1183,465,280,229,903,419
0500000US39113,39113,"Montgomery County, Ohio",13548,*****,6929,265,2523,265,2347,311,176,179,50,93,126,150,4406,*****,2081,484,2325,484,266,223,2059,556,6619,265,2356,265,2245,288,111,111,0,190,111,111,4263,*****,2977,620,1286,620,227,163,1059,634
0500000US39151,39151,"Stark County, Ohio",6838,*****,3374,406,1239,342,1239,342,0,190,0,190,0,190,2135,219,1496,393,639,375,56,100,583,364,3464,406,1258,342,1061,349,197,240,76,107,121,208,2206,219,1322,458,884,410,95,98,789,438
0500000US39153,39153,"Summit County, Ohio",10006,*****,5230,502,1976,442,1604,499,372,399,305,365,67,110,3254,212,1712,455,1542,444,243,194,1299,450,4776,502,1605,442,1077,588,528,433,528,433,0,190,3171,212,1550,418,1621,402,885,455,736,445
0500000US40017,40017,"Canadian County, Oklahoma",9872,*****,5042,402,1947,317,1683,263,264,286,0,157,264,286,3095,246,1285,514,1810,503,675,459,1135,466,4830,402,2036,317,1913,345,123,158,104,147,19,34,2794,247,1354,628,1440,588,313,191,1127,605
0500000US40027,40027,"Cleveland County, Oklahoma",21030,*****,10430,526,3433,227,3378,242,55,101,0,157,55,101,6997,376,4987,669,2010,720,1010,636,1000,471,10600,526,3886,228,3779,260,107,132,0,157,107,132,6714,375,4447,714,2267,663,1034,563,1233,640
0500000US40031,40031,"Comanche County, Oklahoma",15595,*****,8449,104,3045,104,2975,131,70,95,14,25,56,94,5404,*****,3551,904,1853,905,788,470,1065,938,7146,104,2518,104,2489,114,29,47,29,47,0,157,4628,*****,3862,319,766,319,407,231,359,208
0500000US40037,40037,"Creek County, Oklahoma",2606,*****,1230,214,419,233,419,233,0,157,0,157,0,157,811,74,354,185,457,164,166,111,291,183,1376,214,625,233,491,231,134,201,0,157,134,201,751,74,335,168,416,210,157,111,259,214
0500000US40101,40101,"Muskogee County, Oklahoma",3968,*****,2029,222,880,176,859,170,21,39,0,157,21,39,1149,142,306,183,843,227,206,283,637,370,1939,222,806,176,806,176,0,157,0,157,0,157,1133,143,710,276,423,190,0,157,423,190
0500000US40109,40109,"Oklahoma County, Oklahoma",120477,*****,63566,*****,25191,*****,22468,825,2723,825,344,227,2379,830,38375,*****,11460,1499,26915,1499,4915,1161,22000,1759,56911,*****,23734,*****,20450,1089,3284,1089,403,313,2881,1026,33177,*****,12270,1521,20907,1521,4042,893,16865,1564
0500000US40131,40131,"Rogers County, Oklahoma",3626,*****,1541,247,378,235,339,236,39,64,0,157,39,64,1163,65,542,204,621,201,141,95,480,234,2085,247,1096,234,967,271,129,145,90,141,39,63,989,65,403,216,586,237,206,160,380,222
0500000US40143,40143,"Tulsa County, Oklahoma",72012,*****,38074,*****,14780,*****,13386,406,1394,406,120,112,1274,396,23294,*****,7013,857,16281,857,2949,528,13332,1046,33938,*****,14060,*****,13117,380,943,380,146,236,797,315,19878,*****,8254,767,11624,767,2489,505,9135,841
0500000US40145,40145,"Wagoner County, Oklahoma",4003,*****,2354,235,1195,193,1051,231,144,181,144,181,0,157,1159,141,686,290,473,228,232,216,241,154,1649,235,470,193,470,193,0,157,0,157,0,157,1179,141,724,198,455,221,171,131,284,208
0500000US41003,41003,"Benton County, Oregon",6023,*****,3255,352,1290,325,1290,325,0,200,0,200,0,200,1965,92,916,544,1049,534,169,212,880,527,2768,352,621,325,621,325,0,200,0,200,0,200,2147,91,1372,348,775,341,328,294,447,392
0500000US41005,41005,"Clackamas County, Oregon",31639,*****,17474,539,7448,539,6943,767,505,744,0,200,505,744,10026,*****,4549,888,5477,888,1623,816,3854,1081,14165,539,4852,539,4852,539,0,200,0,200,0,200,9313,*****,4124,779,5189,779,1080,562,4109,755
0500000US41029,41029,"Jackson County, Oregon",24386,*****,12899,627,5052,627,4931,622,121,207,0,200,121,207,7847,*****,3390,963,4457,963,1285,797,3172,929,11487,627,4369,627,3957,610,412,399,0,200,412,399,7118,*****,4303,816,2815,816,649,465,2166,913
0500000US41035,41035,"Klamath County, Oregon",7672,*****,3943,306,1351,271,1257,280,94,151,0,200,94,151,2592,160,1233,499,1359,438,213,130,1146,415,3729,306,1585,272,1455,341,130,165,44,80,86,144,2144,161,772,347,1372,339,603,379,769,374
0500000US41039,41039,"Lane County, Oregon",28447,*****,14503,299,5261,299,5256,298,5,10,0,200,5,10,9242,*****,4920,854,4322,854,1246,516,3076,772,13944,299,4939,299,4872,320,67,117,0,200,67,117,9005,*****,5489,721,3516,721,909,353,2607,747
0500000US41043,41043,"Linn County, Oregon",9774,*****,5375,646,2419,568,2327,590,92,161,0,200,92,161,2956,241,1495,452,1461,408,14,29,1447,402,4399,646,1628,568,1575,568,53,93,0,200,53,93,2771,241,1510,478,1261,412,214,215,1047,427
0500000US41047,41047,"Marion County, Oregon",81851,*****,43016,*****,17113,*****,16047,863,1066,863,0,200,1066,863,25903,*****,9291,1762,16612,1761,3858,1293,12754,2103,38835,*****,16276,*****,15064,785,1212,785,0,200,1212,785,22559,*****,9036,1488,13523,1488,2738,811,10785,1702
0500000US41051,41051,"Multnomah County, Oregon",85041,*****,44805,*****,15531,*****,13420,1126,2111,1125,414,505,1697,1032,29274,*****,12052,1952,17222,1952,3221,1184,14001,2076,40236,*****,14743,*****,13780,706,963,706,84,147,879,696,25493,*****,12202,1779,13291,1778,2178,745,11113,1815
0500000US41053,41053,"Polk County, Oregon",9959,*****,4918,688,2123,662,2123,662,0,200,0,200,0,200,2795,207,1842,714,953,727,294,470,659,623,5041,688,1873,662,1873,662,0,200,0,200,0,200,3168,207,1321,656,1847,689,842,678,1005,776
0500000US41059,41059,"Umatilla County, Oregon",19316,*****,10839,508,4243,508,3739,862,504,593,0,200,504,593,6596,*****,2653,671,3943,671,797,420,3146,927,8477,508,3387,508,3163,532,224,324,0,200,224,324,5090,*****,2290,546,2800,546,519,412,2281,592
0500000US41067,41067,"Washington County, Oregon",89575,*****,46028,*****,17586,*****,16749,542,837,542,158,191,679,490,28442,*****,8809,1474,19633,1474,4241,1128,15392,1625,43547,*****,17016,*****,15040,1108,1976,1108,133,190,1843,1116,26531,*****,10745,1665,15786,1665,3496,1106,12290,1959
0500000US41071,41071,"Yamhill County, Oregon",15476,*****,8648,538,2892,445,2723,411,169,224,0,200,169,224,5756,330,1856,625,3900,679,1615,788,2285,777,6828,538,2918,445,2820,462,98,109,27,50,71,93,3910,331,1617,537,2293,515,869,545,1424,635
0500000US42003,42003,"Allegheny County, Pennsylvania",22499,*****,11401,249,3349,249,3076,311,273,219,125,150,148,172,8052,*****,4641,1103,3411,1102,915,542,2496,1190,11098,249,3442,250,3125,346,317,230,233,185,84,138,7656,*****,5497,559,2159,559,1026,423,1133,449
0500000US42011,42011,"Berks County, Pennsylvania",74683,*****,37629,*****,14916,*****,14161,424,755,425,177,284,578,363,22713,*****,15009,1244,7704,1244,2796,889,4908,1102,37054,*****,13806,*****,12984,549,822,549,0,172,822,549,23248,*****,16532,1272,6716,1272,3043,911,3673,930
0500000US42017,42017,"Bucks County, Pennsylvania",29713,*****,15314,360,4976,360,4905,385,71,130,0,172,71,130,10338,*****,6649,1019,3689,1020,1113,462,2576,1054,14399,360,5214,360,5172,361,42,71,42,71,0,172,9185,*****,5550,704,3635,704,1498,543,2137,618
0500000US42029,42029,"Chester County, Pennsylvania",35447,*****,19227,*****,6660,*****,5942,397,718,397,160,178,558,386,12567,*****,4287,934,8280,934,1898,713,6382,1077,16220,*****,6182,*****,5477,462,705,462,284,251,421,397,10038,*****,4116,876,5922,876,1744,755,4178,804
0500000US42041,42041,"Cumberland County, Pennsylvania",7851,*****,4033,414,1033,280,975,282,58,70,43,78,15,30,3000,318,2140,491,860,359,208,195,652,357,3818,414,1659,280,1637,285,22,38,22,38,0,172,2159,318,1623,393,536,344,109,192,427,290
